"Date","Time","Open","High","Low","Close","Up","Down"
01/04/2016,06:55,1150.3,1151.4,1150.3,1150.5,316,271
01/04/2016,07:00,1150.4,1151.6,1150.1,1151.5,447,298
01/04/2016,07:05,1151.6,1152.0,1151.4,1151.7,218,247
01/04/2016,07:10,1151.7,1151.7,1151.0,1151.2,70,207
01/04/2016,07:15,1151.2,1151.3,1150.1,1150.4,81,198
01/04/2016,07:20,1150.3,1151.0,1150.2,1151.0,213,126
01/04/2016,07:25,1151.0,1151.1,1150.4,1151.0,157,223
01/04/2016,07:30,1151.0,1151.2,1150.8,1151.0,183,139
01/04/2016,07:35,1151.1,1151.3,1150.9,1151.3,125,103
01/04/2016,07:40,1151.2,1151.3,1151.0,1151.1,110,93
01/04/2016,07:45,1151.2,1151.5,1151.0,1151.1,183,144
01/04/2016,07:50,1151.0,1151.0,1150.3,1150.5,114,264
01/04/2016,07:55,1150.6,1151.2,1150.6,1151.0,139,62
01/04/2016,08:00,1151.0,1151.8,1151.0,1151.4,223,189
01/04/2016,08:05,1151.4,1151.5,1149.4,1149.5,540,603
01/04/2016,08:10,1149.5,1150.3,1149.5,1150.0,236,190
01/04/2016,08:15,1150.1,1150.7,1149.9,1150.3,271,150
01/04/2016,08:20,1150.2,1151.1,1150.1,1151.0,411,279
01/04/2016,08:25,1151.0,1157.1,1151.0,1155.5,4372,3504
01/04/2016,08:30,1155.5,1157.6,1155.5,1156.9,2019,1741
01/04/2016,08:35,1157.0,1157.4,1155.8,1156.0,1191,1373
01/04/2016,08:40,1156.1,1156.6,1155.4,1156.4,877,783
01/04/2016,08:45,1156.4,1156.7,1155.9,1156.0,540,671
01/04/2016,08:50,1156.2,1156.6,1155.8,1156.4,498,414
01/04/2016,08:55,1156.5,1157.2,1156.5,1157.1,603,590
01/04/2016,09:00,1157.0,1158.7,1156.9,1157.6,1864,1186
01/04/2016,09:05,1157.7,1158.1,1156.8,1157.3,739,857
01/04/2016,09:10,1157.3,1157.5,1156.6,1156.6,658,579
01/04/2016,09:15,1156.8,1157.4,1156.7,1157.3,520,301
01/04/2016,09:20,1157.3,1157.5,1157.0,1157.4,282,690
01/04/2016,09:25,1157.4,1157.6,1157.0,1157.0,571,424
01/04/2016,09:30,1157.0,1157.1,1156.7,1157.0,332,391
01/04/2016,09:35,1156.9,1157.5,1156.4,1157.4,702,475
01/04/2016,09:40,1157.4,1157.9,1156.8,1157.1,507,500
01/04/2016,09:45,1157.1,1158.3,1156.9,1158.3,583,512
01/04/2016,09:50,1158.4,1159.4,1158.2,1159.0,1182,935
01/04/2016,09:55,1159.0,1160.8,1158.9,1159.3,1844,1460
01/04/2016,10:00,1159.3,1159.9,1159.2,1159.4,485,437
01/04/2016,10:05,1159.4,1162.4,1159.4,1161.8,2446,2137
01/04/2016,10:10,1161.9,1162.6,1161.4,1161.6,1132,1117
01/04/2016,10:15,1161.6,1161.7,1160.8,1161.6,726,679
01/04/2016,10:20,1161.5,1161.8,1159.2,1159.6,1003,1850
01/04/2016,10:25,1159.5,1159.6,1157.7,1158.6,700,1295
01/04/2016,10:30,1158.5,1158.6,1158.1,1158.5,353,508
01/04/2016,10:35,1158.4,1159.2,1158.4,1159.0,586,456
01/04/2016,10:40,1159.0,1159.2,1156.8,1157.1,779,1086
01/04/2016,10:45,1157.1,1157.5,1156.8,1157.2,377,332
01/04/2016,10:50,1157.2,1157.5,1156.1,1156.3,519,946
01/04/2016,10:55,1156.2,1157.0,1155.8,1156.8,643,571
01/04/2016,11:00,1156.8,1157.1,1156.5,1157.0,337,425
01/04/2016,11:05,1156.9,1157.7,1156.6,1157.7,598,495
01/04/2016,11:10,1157.7,1157.8,1156.8,1157.2,402,500
01/04/2016,11:15,1157.3,1157.3,1156.4,1156.8,489,506
01/04/2016,11:20,1156.8,1157.0,1156.1,1156.3,309,340
01/04/2016,11:25,1156.3,1156.5,1153.8,1154.2,870,1456
01/04/2016,11:30,1154.3,1154.7,1154.1,1154.4,814,578
01/04/2016,11:35,1154.4,1154.5,1151.7,1152.7,1127,1683
01/04/2016,11:40,1152.7,1152.7,1150.7,1151.6,1028,1214
01/04/2016,11:45,1151.6,1151.6,1150.3,1150.5,786,745
01/04/2016,11:50,1150.5,1151.9,1150.3,1151.9,973,654
01/04/2016,11:55,1151.8,1152.4,1151.8,1151.9,497,301
01/04/2016,12:00,1151.9,1152.5,1151.7,1152.5,342,330
01/04/2016,12:05,1152.4,1153.3,1152.2,1153.2,452,262
01/04/2016,12:10,1153.2,1153.8,1153.1,1153.5,344,308
01/04/2016,12:15,1153.6,1154.6,1153.6,1154.0,403,328
01/04/2016,12:20,1154.1,1154.2,1153.5,1153.7,345,327
01/04/2016,12:25,1153.7,1154.6,1153.5,1154.5,335,232
01/04/2016,12:30,1154.4,1155.4,1154.3,1155.3,375,208
01/04/2016,12:35,1155.2,1156.2,1155.1,1155.8,379,191
01/04/2016,12:40,1155.7,1156.3,1155.0,1155.0,219,458
01/04/2016,12:45,1154.9,1154.9,1154.5,1154.5,127,321
01/04/2016,12:50,1154.6,1155.0,1154.2,1154.9,217,273
01/04/2016,12:55,1154.9,1155.2,1154.7,1155.1,107,137
01/04/2016,13:00,1155.2,1155.5,1154.9,1155.2,191,83
01/04/2016,13:05,1155.2,1155.3,1154.9,1155.2,161,63
01/04/2016,13:10,1155.1,1155.3,1155.0,1155.1,138,116
01/04/2016,13:15,1155.1,1155.2,1154.9,1155.2,112,94
01/04/2016,13:20,1155.2,1155.3,1154.9,1155.2,206,72
01/04/2016,13:25,1155.2,1155.6,1155.0,1155.1,259,266
01/04/2016,13:30,1155.1,1155.2,1154.4,1155.0,583,704
01/04/2016,13:35,1155.0,1155.0,1154.2,1154.5,125,229
01/04/2016,13:40,1154.4,1154.6,1154.4,1154.4,84,29
01/04/2016,13:45,1154.3,1154.7,1154.3,1154.4,80,54
01/04/2016,13:50,1154.3,1154.5,1154.2,1154.5,45,62
01/04/2016,13:55,1154.5,1154.5,1154.2,1154.3,42,43
01/04/2016,14:00,1154.3,1154.4,1154.0,1154.0,41,89
01/04/2016,14:05,1154.0,1154.3,1153.9,1154.2,78,52
01/04/2016,14:10,1154.3,1154.6,1154.2,1154.5,89,58
01/04/2016,14:15,1154.5,1154.7,1154.5,1154.5,46,47
01/04/2016,14:20,1154.6,1154.7,1154.2,1154.2,31,63
01/04/2016,14:25,1154.3,1154.3,1154.0,1154.2,95,140
01/04/2016,14:30,1154.3,1154.4,1154.2,1154.4,57,26
01/04/2016,14:35,1154.3,1154.5,1154.1,1154.3,42,47
01/04/2016,14:40,1154.3,1154.5,1154.2,1154.3,23,25
01/04/2016,14:45,1154.4,1154.5,1154.3,1154.3,12,16
01/04/2016,14:50,1154.4,1154.4,1153.6,1154.1,121,189
01/04/2016,14:55,1154.1,1154.2,1154.0,1154.1,74,49
01/04/2016,15:00,1154.2,1154.3,1154.1,1154.2,58,55
01/04/2016,15:05,1154.1,1154.4,1154.1,1154.2,86,59
01/04/2016,15:10,1154.2,1154.3,1154.0,1154.0,57,114
01/04/2016,15:15,1154.1,1154.1,1153.6,1153.7,33,102
01/04/2016,15:20,1153.7,1153.7,1153.3,1153.6,63,85
01/04/2016,15:25,1153.6,1153.9,1153.5,1153.9,38,60
01/04/2016,15:30,1153.9,1154.0,1153.7,1153.7,42,50
01/04/2016,15:35,1153.7,1153.8,1153.4,1153.5,33,57
01/04/2016,15:40,1153.5,1153.5,1153.3,1153.5,39,104
01/04/2016,15:45,1153.4,1153.6,1153.0,1153.5,94,92
01/04/2016,15:50,1153.4,1153.8,1153.4,1153.8,93,74
01/04/2016,15:55,1153.7,1154.1,1153.7,1154.0,80,38
01/04/2016,16:00,1154.1,1154.4,1153.8,1154.2,173,78
01/04/2016,16:05,1154.2,1154.3,1153.6,1153.7,53,182
01/04/2016,16:10,1153.6,1154.0,1152.7,1152.7,74,231
01/04/2016,16:15,1152.8,1153.1,1152.4,1153.1,59,34
01/04/2016,16:20,1153.1,1153.5,1153.1,1153.5,41,0
01/04/2016,16:25,1153.5,1153.7,1153.1,1153.2,20,53
01/04/2016,16:30,1153.3,1153.4,1153.2,1153.4,22,1
01/04/2016,16:35,1153.3,1153.3,1153.1,1153.1,14,10
01/04/2016,16:40,1153.1,1153.3,1153.0,1153.1,13,29
01/04/2016,16:45,1153.0,1153.1,1152.9,1153.1,12,10
01/04/2016,16:50,1153.2,1153.8,1153.2,1153.6,54,15
01/04/2016,16:55,1153.6,1153.7,1153.6,1153.6,5,1
01/04/2016,17:00,1153.6,1153.7,1153.2,1153.5,8,23
01/04/2016,18:05,1153.1,1153.1,1152.2,1152.4,54,88
01/04/2016,18:10,1152.3,1152.8,1152.3,1152.6,43,14
01/04/2016,18:15,1152.7,1152.8,1152.6,1152.7,25,13
01/04/2016,18:20,1152.6,1152.8,1152.5,1152.6,6,12
01/04/2016,18:25,1152.7,1152.7,1152.4,1152.5,6,18
01/04/2016,18:30,1152.6,1152.6,1152.5,1152.6,12,6
01/04/2016,18:35,1152.6,1152.7,1152.5,1152.7,24,5
01/04/2016,18:40,1152.8,1152.8,1152.5,1152.5,17,23
01/04/2016,18:45,1152.5,1152.8,1152.5,1152.7,39,32
01/04/2016,18:50,1152.7,1152.8,1152.6,1152.6,4,38
01/04/2016,18:55,1152.6,1152.6,1152.0,1152.3,73,81
01/04/2016,19:00,1152.3,1152.4,1152.0,1152.0,91,45
01/04/2016,19:05,1152.0,1152.3,1151.5,1152.2,153,124
01/04/2016,19:10,1152.2,1152.8,1152.1,1152.8,71,49
01/04/2016,19:15,1152.8,1153.4,1152.7,1153.1,176,40
01/04/2016,19:20,1153.0,1153.4,1153.0,1153.4,46,42
01/04/2016,19:25,1153.5,1154.0,1153.4,1154.0,126,86
01/04/2016,19:30,1154.0,1154.4,1153.8,1154.2,108,58
01/04/2016,19:35,1154.3,1155.1,1154.1,1154.5,203,114
01/04/2016,19:40,1154.5,1155.3,1154.5,1154.9,133,54
01/04/2016,19:45,1154.9,1155.4,1154.9,1155.0,43,31
01/04/2016,19:50,1154.9,1155.6,1154.9,1155.3,57,39
01/04/2016,19:55,1155.4,1155.7,1155.2,1155.5,64,38
01/04/2016,20:00,1155.4,1155.5,1154.8,1154.8,31,103
01/04/2016,20:05,1154.8,1156.1,1154.8,1155.7,304,281
01/04/2016,20:10,1155.7,1155.7,1155.1,1155.5,67,99
01/04/2016,20:15,1155.5,1155.5,1154.3,1154.5,142,251
01/04/2016,20:20,1154.4,1154.7,1153.9,1153.9,51,143
01/04/2016,20:25,1154.0,1154.2,1153.6,1154.2,166,89
01/04/2016,20:30,1154.2,1154.5,1153.9,1154.2,114,127
01/04/2016,20:35,1154.3,1154.8,1154.1,1154.7,141,140
01/04/2016,20:40,1154.7,1155.1,1154.5,1154.7,101,168
01/04/2016,20:45,1154.6,1154.7,1154.4,1154.6,122,43
01/04/2016,20:50,1154.5,1155.5,1154.4,1155.5,215,126
01/04/2016,20:55,1155.4,1155.4,1155.0,1155.3,120,110
01/04/2016,21:00,1155.4,1155.7,1155.2,1155.3,133,57
01/04/2016,21:05,1155.3,1155.4,1155.1,1155.1,53,72
01/04/2016,21:10,1155.2,1155.3,1154.8,1155.1,91,35
01/04/2016,21:15,1155.2,1155.3,1155.1,1155.3,90,50
01/04/2016,21:20,1155.3,1155.3,1155.1,1155.3,47,16
01/04/2016,21:25,1155.3,1155.5,1155.0,1155.5,69,20
01/04/2016,21:30,1155.4,1155.5,1155.3,1155.4,25,39
01/04/2016,21:35,1155.4,1155.4,1155.0,1155.1,53,77
01/04/2016,21:40,1155.1,1155.2,1154.9,1155.1,79,37
01/04/2016,21:45,1155.0,1155.0,1154.6,1155.0,36,69
01/04/2016,21:50,1154.9,1155.1,1154.8,1155.0,91,59
01/04/2016,21:55,1155.0,1155.3,1154.9,1155.1,42,95
01/04/2016,22:00,1155.0,1155.1,1154.8,1155.0,32,63
01/04/2016,22:05,1155.1,1155.2,1155.0,1155.0,52,30
01/04/2016,22:10,1155.1,1155.2,1155.0,1155.2,55,65
01/04/2016,22:15,1155.1,1155.1,1154.9,1154.9,5,54
01/04/2016,22:20,1154.9,1155.3,1154.8,1155.3,49,21
01/04/2016,22:25,1155.3,1155.6,1155.2,1155.5,84,71
01/04/2016,22:30,1155.6,1156.0,1155.6,1155.7,146,119
01/04/2016,22:35,1155.7,1155.8,1155.6,1155.7,16,51
01/04/2016,22:40,1155.7,1155.8,1155.5,1155.7,26,22
01/04/2016,22:45,1155.6,1155.7,1155.6,1155.7,7,29
01/04/2016,22:50,1155.7,1156.0,1155.7,1155.7,33,31
01/04/2016,22:55,1155.7,1155.9,1155.6,1155.9,23,21
01/04/2016,23:00,1155.8,1155.9,1155.8,1155.9,26,36
01/04/2016,23:05,1155.9,1155.9,1155.8,1155.8,19,14
01/04/2016,23:10,1155.7,1155.9,1155.7,1155.9,21,10
01/04/2016,23:15,1155.9,1155.9,1155.7,1155.7,26,14
01/04/2016,23:20,1155.7,1155.8,1155.6,1155.6,9,36
01/04/2016,23:25,1155.6,1155.7,1155.4,1155.5,12,33
01/04/2016,23:30,1155.5,1155.5,1155.4,1155.5,14,12
01/04/2016,23:35,1155.5,1155.9,1155.5,1155.9,53,7
01/04/2016,23:40,1155.8,1157.0,1155.8,1156.2,276,167
01/04/2016,23:45,1156.1,1156.6,1156.0,1156.5,49,42
01/04/2016,23:50,1156.5,1156.6,1156.3,1156.4,16,27
01/04/2016,23:55,1156.5,1156.6,1156.4,1156.6,22,4
01/05/2016,00:00,1156.6,1156.6,1156.3,1156.4,14,22
01/05/2016,00:05,1156.3,1156.3,1156.1,1156.1,31,56
01/05/2016,00:10,1156.2,1156.2,1156.0,1156.2,8,19
01/05/2016,00:15,1156.3,1156.3,1156.0,1156.1,18,18
01/05/2016,00:20,1156.1,1156.2,1156.0,1156.1,38,26
01/05/2016,00:25,1156.1,1156.1,1156.0,1156.1,27,15
01/05/2016,00:30,1156.1,1156.3,1156.1,1156.3,26,4
01/05/2016,00:35,1156.2,1156.4,1156.0,1156.2,50,59
01/05/2016,00:40,1156.1,1157.0,1156.0,1156.9,234,99
01/05/2016,00:45,1157.0,1157.2,1156.8,1157.1,94,94
01/05/2016,00:50,1157.0,1157.9,1157.0,1157.4,334,193
01/05/2016,00:55,1157.3,1157.8,1157.2,1157.6,136,109
01/05/2016,01:00,1157.7,1157.9,1157.3,1157.3,75,129
01/05/2016,01:05,1157.3,1157.4,1157.0,1157.0,84,112
01/05/2016,01:10,1157.0,1157.1,1156.8,1156.9,126,129
01/05/2016,01:15,1156.9,1157.1,1156.7,1156.8,99,200
01/05/2016,01:20,1156.7,1157.0,1156.5,1157.0,132,63
01/05/2016,01:25,1157.0,1157.4,1156.9,1157.1,95,57
01/05/2016,01:30,1157.1,1157.2,1157.1,1157.2,35,72
01/05/2016,01:35,1157.1,1157.3,1156.5,1156.8,73,98
01/05/2016,01:40,1156.8,1157.0,1156.5,1156.8,179,118
01/05/2016,01:45,1156.9,1157.3,1156.8,1157.3,99,48
01/05/2016,01:50,1157.3,1157.3,1157.1,1157.2,28,11
01/05/2016,01:55,1157.1,1157.3,1157.0,1157.2,16,22
01/05/2016,02:00,1157.1,1158.1,1157.1,1157.9,198,104
01/05/2016,02:05,1157.9,1158.0,1157.5,1157.8,124,172
01/05/2016,02:10,1157.8,1158.9,1157.3,1157.4,408,390
01/05/2016,02:15,1157.4,1157.6,1157.3,1157.4,82,101
01/05/2016,02:20,1157.4,1157.6,1156.7,1157.1,91,183
01/05/2016,02:25,1157.1,1157.2,1156.8,1157.1,59,38
01/05/2016,02:30,1157.2,1157.2,1156.8,1156.8,92,90
01/05/2016,02:35,1156.7,1156.7,1156.0,1156.4,160,238
01/05/2016,02:40,1156.5,1156.6,1155.5,1155.8,286,427
01/05/2016,02:45,1155.8,1156.2,1155.8,1155.9,94,99
01/05/2016,02:50,1156.0,1156.0,1155.7,1155.8,60,55
01/05/2016,02:55,1155.8,1156.2,1155.6,1156.2,171,69
01/05/2016,03:00,1156.2,1156.3,1155.6,1155.8,107,265
01/05/2016,03:05,1155.8,1155.8,1155.5,1155.8,96,107
01/05/2016,03:10,1155.8,1156.2,1155.7,1156.0,142,77
01/05/2016,03:15,1156.0,1156.4,1155.9,1156.0,107,73
01/05/2016,03:20,1156.1,1156.1,1155.9,1155.9,134,332
01/05/2016,03:25,1155.9,1156.0,1155.5,1155.8,239,254
01/05/2016,03:30,1155.8,1156.3,1155.7,1156.0,194,206
01/05/2016,03:35,1155.9,1156.1,1155.6,1156.0,128,293
01/05/2016,03:40,1156.0,1156.0,1155.2,1155.6,103,200
01/05/2016,03:45,1155.7,1155.8,1155.6,1155.7,94,90
01/05/2016,03:50,1155.6,1156.0,1155.6,1155.9,123,19
01/05/2016,03:55,1155.8,1155.9,1155.7,1155.7,64,100
01/05/2016,04:00,1155.6,1156.0,1155.6,1155.8,104,113
01/05/2016,04:05,1155.8,1156.1,1155.7,1156.1,259,35
